Rok,RID,NAZEV,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných
2018,43510,Zahradnická fakulta,588,588,461,461,411,336,266,266
2018,43900,Celoškolská pracoviště,372,360,356,345,279,273,178,177
2018,51000,Akademie múzických umění v Praze,1024,923,913,840,172,171,167,167
2018,51110,Hudební a taneční fakulta,223,189,209,179,62,62,59,59
2018,51210,Divadelní fakulta,337,284,290,254,49,48,48,48
2018,51310,Filmová a televizní fakulta,464,450,438,426,61,61,60,60
2018,53000,Vysoká škola umělecko- průmysl. v Praze,489,433,485,429,68,68,62,62
2018,54000,Janáčkova akademie múzic. umění v Brně,364,307,336,284,126,123,112,111
2018,54510,Hudební fakulta,135,107,131,105,60,59,54,54
2018,54530,Divadelní fakulta,229,200,205,179,66,64,58,57
2018,55000,Vysoká škola polytechnická Jihlava,2099,1672,1858,1563,1633,1540,1136,1129
2018,56000,VŠ technická a ekonomická,1570,1570,1498,1498,1550,1491,1024,1022
2018,61000,VŠRR-Bankovní institut-AMBIS,2173,2173,2163,2163,1748,1741,1634,1630
2018,63000,Vysoká škola hotelová v Praze 8,339,225,325,220,225,220,164,164
2018,6D000,University of New York in Prague,39,33,33,29,33,29,33,29
2018,6F000,VŠ mezinárodních a veřejných vztahů,124,59,122,59,59,59,47,47
2018,6J000,Academia Rerum Civilium,42,34,42,34,33,33,33,33
2018,6K000,VŠ evropských a regionálních studií,256,187,256,187,187,187,187,187
2018,6N000,Filmová akademie v Písku,52,50,51,49,42,41,40,39
2018,6P000,VŠ TV a sportu Palestra,249,197,247,197,197,197,140,140
2018,6Q000,Newton College,521,521,518,518,520,517,400,400
2018,6R000,Vysoká škola logistiky,130,129,129,128,128,127,128,127
2018,6S000,Vysoká škola zdravotnická,253,251,250,249,248,247,224,223
2018,72000,Vysoká škola obchodní v Praze,620,620,591,591,520,514,470,467
2018,73000,AKADEMIE STING,64,64,63,63,47,47,45,45
2018,75000,"Metropolitní univerzita Praha, o.p.s.",821,430,767,429,428,427,428,427
2018,76000,Univerzita Jana Amose Komenského,788,498,788,498,498,498,498,498
2018,77000,Vysoká škola Karla Engliše v Brně,55,55,55,55,33,33,33,33
2018,78000,Anglo-americká vysoká škola,37,37,37,37,37,37,34,34
2018,79000,Pražská VŠ psychosociálních studií,148,112,148,112,75,75,57,57
2018,7B000,Soukromá vysoká škola ekonomická Znojmo,148,101,148,101,101,101,96,96
2018,7C000,Moravská vysoká škola Olomouc,118,118,118,118,80,80,62,62
2018,7D000,"CEVRO institut, o.p.s.",185,185,180,180,136,135,104,104
2018,7E000,Unicorn College s.r.o.,251,181,249,181,179,179,164,164
2018,7G000,VŠ obchodní a hotelová,99,58,95,58,58,58,32,32
2018,7J000,"VŠ soc. správní, institut celoživ.vzděl.",143,143,142,142,101,101,75,75
2018,7L000,AKCENT College s.r.o.,44,44,44,44,33,33,25,25
2018,7M000,Archip s.r.o.,4,4,3,3,3,2,1,1
2018,7N000,"VŠ aplikované psychologie , s.r.o.",157,145,157,145,104,104,73,73
2018,7P000,"ŠKODA AUTO VŠ, o.p.s.",429,429,397,397,429,397,245,241
2018,7R000,"ART & DESIGN INSTITUT, s.r.o.",55,34,54,33,33,32,33,32
2018,7S000,"VŠ podnikání a práva, a.s.",447,447,440,440,443,437,378,377
2018,7T000,VŠ kreativní komunikace,312,231,310,231,218,218,171,171
2018,7U000,"Vysoká škola finanční a správní, a.s.",854,623,834,617,623,617,539,535
2018,7V000,"Vysoká škola ekonomie a managementu, a.s.",322,322,286,286,322,286,233,197
2019,00000,všechny veřejné a soukromé VŠ,182010,158544,93808,87674,99047,74055,70765,67627
2019,11000,Univerzita Karlova,24504,19637,15253,12675,8422,6752,6246,6002
2019,11110,1. lékařská fakulta,1535,1178,1368,1026,274,242,171,168
2019,11120,3. lékařská fakulta,995,823,918,755,193,185,130,129
2019,11130,2. lékařská fakulta,552,408,538,400,139,135,90,90
2019,11150,Lékařská fakulta v Hradci Králové,113,85,113,85,44,44,31,31
2019,11160,Farmaceutická fakulta v Hradci Králové,170,139,170,139,109,109,73,73
2019,11210,Filozofická fakulta,5319,3695,3711,2730,1609,1273,1152,1126
2019,11230,Fakulta sociálních věd,3334,2974,2531,2223,1200,927,808,781
2019,11240,Fakulta humanitních studií,1530,1350,1521,1344,774,773,773,772
2019,11260,Katolická teologická fakulta,153,100,139,96,76,74,75,73
2019,11270,Evangelická teologická fakulta,113,88,111,88,73,73,65,65
2019,11280,Husitská teologická fakulta,195,195,183,183,152,144,135,132
2019,11310,Přírodovědecká fakulta,2689,2221,2022,1660,1526,1144,815,809
2019,11320,Matematicko-fyzikální fakulta,921,787,849,722,477,435,369,366
2019,11410,Pedagogická fakulta,4531,3662,3615,2900,1160,1086,1073,1054
2019,11510,Fakulta tělesné výchovy a sportu,2354,1932,1872,1577,616,496,486,475
2019,12000,Jihočeská univerzita v Č. Budějovicích,6549,5757,4763,4249,3799,3075,2611,2478
2019,12110,Zdravotně sociální fakulta,1304,1147,1036,910,761,659,503,503
2019,12210,Filozofická fakulta,424,322,370,286,244,222,142,140
2019,12220,Zemědělská fakulta,513,513,439,439,386,337,289,288
2019,12260,Teologická fakulta,397,311,368,289,270,253,200,199
2019,12310,Přírodovědecká fakulta,501,496,442,438,363,324,180,180
2019,12410,Pedagogická fakulta,2367,1925,1897,1537,1001,876,609,605
2019,12510,Ekonomická fakulta,930,930,770,770,686,575,631,543
2019,12520,Fakulta rybářství a ochrany vod,113,113,109,109,88,84,57,57
2019,13000,Univerzita J. E. Purkyně v Ústí n. L.,5317,4719,4210,3829,3406,2974,2484,2457
2019,13410,Filozofická fakulta,352,239,312,222,216,200,179,178
2019,13420,Fakulta strojního inženýrství,387,387,344,344,289,274,251,249
2019,13430,Pedagogická fakulta,1697,1390,1367,1143,918,807,618,615
2019,13440,Přírodovědecká fakulta,695,636,629,581,513,486,363,361
2019,13450,Fakulta zdravotnických studií,769,677,624,550,426,370,321,316
2019,13510,Fakulta sociálně ekonomická,932,932,855,855,690,634,481,481
2019,13520,Fakulta životního prostředí,320,320,317,317,272,270,201,201
2019,13530,Fakulta umění a designu,165,138,165,138,82,82,70,70
2019,14000,Masarykova univerzita,24332,21003,14962,12994,9909,7357,5302,5135
2019,14110,Lékařská fakulta,2466,1685,1908,1251,352,281,211,203
2019,14210,Filozofická fakulta,5053,4447,3988,3521,2763,2326,1505,1470
2019,14220,Právnická fakulta,677,572,557,465,373,321,253,244
2019,14230,Fakulta sociálních studií,3355,2770,2662,2137,970,785,485,481
2019,14310,Přírodovědecká fakulta,2384,2222,1797,1676,1351,1149,657,642
2019,14330,Fakulta informatiky,857,793,796,736,525,495,314,313
2019,14410,Pedagogická fakulta,5184,4817,4134,3797,2103,1810,1117,1098
2019,14510,Fakulta sportovních studií,1517,1097,1315,934,438,411,293,293
2019,14560,Ekonomicko-správní fakulta,2839,2600,2176,1986,1034,837,467,463
2019,15000,Univerzita Palackého v Olomouci,14915,12533,10216,8818,5968,5243,4358,4314
2019,15120,Fakulta zdravotnických věd,1397,1167,1081,879,392,330,250,250
2019,15210,Filozofická fakulta,5064,4146,3982,3212,1224,1222,1224,1222
2019,15220,Právnická fakulta,351,321,351,321,122,122,55,55
2019,15260,Cyrilometodějská teologická fakulta,472,345,440,323,299,285,224,224
2019,15310,Přírodovědecká fakulta,2750,2508,2155,2030,2298,1902,1102,1092
2019,15410,Pedagogická fakulta,3657,2946,2764,2225,1137,1124,1137,1124
2019,15510,Fakulta tělesné kultury,1224,1100,953,843,496,423,366,365
2019,16000,Veterinár. a farmaceut. univerzita Brno,298,233,279,223,199,192,117,117
2019,16270,Fakulta veter. hygieny a ekologie,298,233,279,223,199,192,117,117
2019,17000,Ostravská univerzita,7977,7000,5609,4972,2511,2333,2309,2276
2019,17110,Lékařská fakulta,1249,1059,1027,851,317,314,295,292
2019,17200,Fakulta sociálních studií,421,370,409,359,188,188,186,186
2019,17250,Filozofická fakulta,1996,1750,1560,1366,744,604,574,568
2019,17310,Přírodovědecká fakulta,1156,1099,999,958,512,510,512,510
2019,17450,Pedagogická fakulta,2835,2478,2236,1944,668,665,665,662
2019,17500,Fakulta umění,320,244,250,197,82,82,77,77
2019,18000,Univerzita Hradec Králové,5201,4001,4009,3219,2386,2117,1740,1722
2019,18440,Pedagogická fakulta,2472,1857,1981,1524,811,744,613,610
2019,18450,Fakulta informatiky a managementu,1353,1032,1184,927,734,674,567,559
2019,18460,Filozofická fakulta,723,582,651,527,456,418,332,331
2019,18470,Přírodovědecká fakulta,653,530,570,474,385,347,228,226
2019,19000,Slezská univerzita v Opavě,3021,2568,2712,2368,2081,2011,1807,1789
2019,19240,Filozoficko-přírodovědecká fakulta,942,800,865,754,746,702,489,485
2019,19510,Fakulta veřejných politik v Opavě,977,834,907,782,555,552,555,552
2019,19520,Obchodně podnikatelská fakulta v Karviné,945,777,848,713,658,651,641,639
2019,19900,Celoškolská pracoviště,157,157,154,154,122,122,122,122
2019,21000,České vysoké učení technické v Praze,8291,7389,6519,5960,4942,4446,3963,3918
2019,21110,Fakulta stavební,1268,1124,1066,951,787,674,587,586
2019,21220,Fakulta strojní,899,755,878,735,504,504,504,504
2019,21230,Fakulta elektrotechnická,1612,1426,1217,1070,799,700,631,627
2019,21240,Fakulta informačních technologií,1396,1396,1392,1392,752,750,645,645
2019,21260,Fakulta dopravní,603,578,542,529,450,421,306,306
2019,21340,Fakulta jaderná a fyzikálně inženýrská,347,342,347,342,274,274,236,236
2019,21450,Fakulta architektury,564,535,500,472,384,368,297,297
2019,21460,Fakulta biomedicínského inženýrství,1095,764,918,669,532,486,433,422
2019,21900,Celoškolská pracoviště,507,469,503,466,460,458,324,322
2019,22000,VŠ chemicko-technologická v Praze,2212,2212,1606,1606,1678,1267,711,708
2019,22310,Fakulta chemické technologie,767,767,684,684,603,541,232,231
2019,22320,Fakulta technologie ochrany prostředí,136,136,125,125,116,106,55,55
2019,22330,Fakulta potrav. a biochem. technologie,949,949,833,833,673,610,269,269
2019,22340,Fakulta chemicko-inženýrská,360,360,313,313,286,250,155,155
2019,23000,Západočeská univerzita v Plzni,9054,7976,6290,5705,5106,4257,3400,3382
2019,23210,Fakulta strojní,682,653,637,611,510,487,428,427
2019,23220,Fakulta elektrotechnická,672,480,468,329,309,309,301,301
2019,23310,Fakulta zdravotnických studií,1224,998,952,782,556,467,314,314
2019,23320,Fakulta právnická,340,315,340,315,202,202,97,97
2019,23330,Fakulta filozofická,1194,1194,978,978,831,734,571,570
2019,23410,Fakulta designu a umění L. Sutnara,494,477,494,477,184,184,154,154
2019,23420,Fakulta pedagogická,1707,1284,1417,1076,900,797,536,536
2019,23510,Fakulta ekonomická,1799,1703,1312,1246,775,774,639,639
2019,23520,Fakulta aplikovaných věd,942,872,592,574,839,543,360,360
2019,24000,Technická univerzita v Liberci,4285,3926,3114,2883,3092,2419,2018,1997
2019,24210,Fakulta strojní,426,366,425,365,365,364,320,320
2019,24220,"Fak. mechatron.,inf. a meziob. studií",258,224,248,215,166,164,142,142
2019,24310,Ekonomická fakulta,729,561,565,438,494,392,325,324
2019,24410,Fakulta textilní,463,461,261,260,268,245,179,179
2019,24510,Fakulta přír.-human. a pedagogická,1966,1896,1374,1332,1475,1008,825,816
2019,24520,Fakulta umění a architektury,115,90,105,87,37,37,29,29
2019,24530,Fakulta zdravotnických studií,328,328,301,301,287,270,198,197
2019,25000,Univerzita Pardubice,5650,5048,4491,4082,3973,3346,2447,2441
2019,25110,Fakulta restaurování,31,26,31,26,14,14,14,14
2019,25210,Fakulta filozofická,945,733,769,603,503,444,306,306
2019,25310,Fakulta chemicko-technologická,1034,728,879,649,728,649,420,420
2019,25410,Fakulta ekonomicko-správní,1645,1645,1294,1294,1252,978,694,692
2019,25510,Dopravní fakulta Jana Pernera,866,866,752,752,657,599,496,496
2019,25520,Fakulta zdravotnických studií,679,600,599,532,515,469,303,303
2019,25530,Fakulta elektrotechniky a informatiky,450,450,402,402,304,278,214,214
2019,26000,Vysoké učení technické v Brně,8721,8185,6817,6454,5937,4912,4605,4119
2019,26110,Fakulta stavební,1291,1168,1159,1053,1077,992,685,682
2019,26210,Fakulta strojního inženýrství,1716,1716,1531,1531,1141,1013,912,912
2019,26220,Fak. elektrotechniky a komunikač. tech.,1725,1631,1482,1418,1237,1181,1154,1135
2019,26230,Fakulta informačních technologií,1305,1236,869,800,883,447,883,447
2019,26310,Fakulta chemická,686,651,626,597,482,444,271,271
2019,26410,Fakulta architektury,240,240,240,240,120,120,64,64
2019,26420,Fakulta výtvarných umění,266,254,264,254,57,57,52,52
2019,26510,Fakulta podnikatelská,1436,1233,1267,1078,909,798,558,556
2019,26900,Celoškolská pracoviště,56,56,56,56,31,31,26,26
2019,27000,VŠ báňská -TU Ostrava,4701,4595,4096,4017,3421,3162,2886,2855
2019,27120,Fakulta stavební,461,461,433,433,346,334,277,276
2019,27200,Fakulta bezpečnostního inženýrství,363,309,341,295,263,261,214,214
2019,27230,Fakulta strojní,740,740,668,668,524,507,451,449
2019,27240,Fakulta elektrotechniky a informatiky,1000,1000,889,889,675,631,553,553
2019,27350,Hornicko-geologická fakulta,382,381,368,367,337,330,285,285
2019,27360,Fakulta materiálově-technologická,445,445,423,423,384,367,320,317
2019,27510,Ekonomická fakulta,1280,1229,1241,1194,872,849,774,774
2019,27900,Celoškolská pracoviště,30,30,28,28,20,19,12,12
2019,28000,Univerzita Tomáše Bati ve Zlíně,7308,7079,5959,5791,4105,3560,3117,3089
2019,28110,Fakulta technologická,1371,1371,1234,1234,1032,935,769,768
2019,28120,Fakulta managementu a ekonomiky,1351,1351,1149,1149,664,543,528,525
2019,28130,Fakulta multimediálních komunikací,1137,908,1098,883,224,224,224,224
2019,28140,Fakulta aplikované informatiky,907,907,776,776,605,546,493,492
2019,28150,Fakulta humanitních studií,1670,1670,1441,1441,905,782,617,615
2019,28160,Fakulta logistiky a krizového řízení,872,872,807,807,675,629,486,485
2019,31000,Vysoká škola ekonomická v Praze,6397,5237,4887,4183,2984,2720,2602,2545
2019,31110,Fakulta financí a účetnictví,877,681,868,672,466,458,442,434
2019,31120,Fakulta mezinárodních vztahů,1207,933,1194,925,644,640,545,542
2019,31130,Fakulta podnikohospodářská,1647,1278,1602,1244,671,663,537,534
2019,31140,Fakulta informatiky a statistiky,1534,1251,1431,1189,553,551,553,551
2019,31150,Národohospodářská fakulta,848,848,810,810,413,407,410,404
2019,31160,Fakulta managementu v Jindř. Hradci,284,246,282,245,237,236,115,115
2019,41000,Česká zemědělská univerzita v Praze,11379,9797,8845,7816,8308,6949,5651,5472
2019,41110,Provozně ekonomická fakulta,3416,2732,2788,2214,2689,2185,1618,1610
2019,41210,"Fak. agrobiologie, potrav. a přír. zdr.",3616,3272,2883,2664,3051,2555,1533,1520
2019,41310,Technická fakulta,1042,748,805,625,699,591,696,590
2019,41320,Fakulta lesnická a dřevařská,1196,1080,1083,1001,666,663,666,663
2019,41330,Fakulta životního prostředí,1568,1498,1437,1388,860,856,858,854
2019,41340,Fakulta tropického zemědělství,242,242,236,236,161,160,130,129
2019,41900,Celoškolská pracoviště,299,225,290,219,182,177,150,150
2019,43000,Mendelova univerzita,5335,5001,3992,3753,4409,3436,2313,2271
2019,43110,Provozně ekonomická fakulta,1654,1451,1361,1184,1399,1151,677,674
2019,43210,Agronomická fakulta,1450,1450,1177,1177,1154,982,597,593
2019,43310,Fakulta reg. rozvoje a mezinár. studií,612,505,479,402,414,332,201,195
2019,43410,Lesnická a dřevařská fakulta,931,920,738,734,889,719,495,488
2019,43510,Zahradnická fakulta,522,519,416,413,433,358,244,241
2019,43900,Celoškolská pracoviště,166,156,159,149,120,118,99,99
2019,51000,Akademie múzických umění v Praze,1131,1007,989,897,213,211,204,203
2019,51110,Hudební a taneční fakulta,268,226,254,220,87,86,82,81
2019,51210,Divadelní fakulta,453,378,394,334,69,69,67,67
2019,51310,Filmová a televizní fakulta,410,403,381,374,57,56,55,55
2019,53000,Vysoká škola umělecko- průmysl. v Praze,491,432,491,432,48,48,42,42
2019,54000,Janáčkova akademie múzic. umění v Brně,331,265,303,244,120,118,100,100
2019,54510,Hudební fakulta,152,120,148,116,63,62,55,55
2019,54530,Divadelní fakulta,179,145,155,128,57,56,45,45
2019,55000,Vysoká škola polytechnická Jihlava,2436,2030,2211,1931,1955,1881,1402,1399
2019,56000,VŠ technická a ekonomická,1743,1743,1681,1681,1742,1680,1239,1232
2019,61000,VŠRR-Bankovní institut-AMBIS,2152,2152,2143,2143,1612,1612,1514,1514
2019,63000,Vysoká škola hotelová v Praze 8,299,202,289,201,202,201,153,153
2019,6D000,University of New York in Prague,37,30,33,30,30,30,30,30
2019,6F000,VŠ mezinárodních a veřejných vztahů,105,40,104,40,40,40,37,37
2019,6J000,Academia Rerum Civilium,41,31,41,31,31,31,31,31
2019,6K000,VŠ evropských a regionálních studií,255,182,255,182,182,182,182,182
2019,6N000,Filmová akademie v Písku,47,47,47,47,46,46,43,43
2019,6P000,VŠ TV a sportu Palestra,270,217,269,217,217,217,147,147
2019,6Q000,Newton College,1185,1185,1177,1177,1184,1176,1072,1068
2019,6R000,Vysoká škola logistiky,74,72,74,72,71,71,71,71
2019,6S000,Vysoká škola zdravotnická,204,204,201,201,204,201,200,197
2019,72000,Vysoká škola obchodní v Praze,512,512,484,484,419,415,374,371
2019,73000,AKADEMIE STING,97,97,94,94,64,64,59,59
2019,75000,"Metropolitní univerzita Praha, o.p.s.",728,571,683,549,562,541,397,396
2019,76000,Univerzita Jana Amose Komenského,877,604,877,604,604,604,604,604
2019,78000,Anglo-americká vysoká škola,37,37,37,37,37,37,35,35
2019,79000,Pražská VŠ psychosociálních studií,171,124,171,124,75,75,55,55
2019,7B000,Soukromá vysoká škola ekonomická Znojmo,123,82,123,82,82,82,78,78
2019,7C000,Moravská vysoká škola Olomouc,118,118,118,118,104,104,75,75
2019,7D000,"CEVRO institut, o.p.s.",212,206,208,203,175,173,142,140
2019,7E000,Unicorn College s.r.o.,262,186,250,182,182,178,168,164
2019,7G000,VŠ obchodní a hotelová,87,49,86,49,49,49,36,36
2019,7J000,"Vysoká škola PRIGO, z.ú.",157,106,155,106,106,106,106,106
2019,7L000,AKCENT College s.r.o.,32,32,32,32,27,27,20,20
2019,7M000,Archip s.r.o.,6,6,6,6,4,4,2,2
2019,7N000,"VŠ aplikované psychologie , s.r.o.",165,165,165,165,165,165,83,83
2019,7P000,"ŠKODA AUTO VŠ, o.p.s.",466,466,440,440,466,440,287,285
2019,7R000,"ART & DESIGN INSTITUT, s.r.o.",75,37,71,35,37,35,37,35
2019,7S000,"VŠ podnikání a práva, a.s.",429,429,417,417,427,416,317,317
2019,7T000,VŠ kreativní komunikace,224,224,215,215,171,168,126,126
2019,7U000,"Vysoká škola finanční a správní, a.s.",695,469,678,469,469,469,354,354
2019,7V000,"Vysoká škola ekonomie a managementu, a.s.",289,289,270,270,289,270,256,238
2020,00000,všechny veřejné a soukromé VŠ,183333,165154,94808,90787,101675,76128,73436,70593
2020,11000,Univerzita Karlova,23922,20498,15176,13469,8607,7055,6874,6693
2020,11110,1. lékařská fakulta,1544,1243,1386,1092,316,292,230,225
2020,11120,3. lékařská fakulta,984,867,908,799,123,123,117,117
2020,11130,2. lékařská fakulta,473,421,449,400,192,177,158,158
2020,11150,Lékařská fakulta v Hradci Králové,81,81,81,81,32,32,32,32
2020,11160,Farmaceutická fakulta v Hradci Králové,180,180,180,180,70,70,62,62
2020,11210,Filozofická fakulta,4830,3677,3369,2630,1398,1015,1017,1007
2020,11230,Fakulta sociálních věd,3121,2669,2468,2074,1055,850,829,812
2020,11240,Fakulta humanitních studií,1654,1650,1650,1646,762,762,760,760
2020,11260,Katolická teologická fakulta,160,149,155,147,103,103,102,102
2020,11270,Evangelická teologická fakulta,98,98,97,97,98,97,78,78
2020,11280,Husitská teologická fakulta,440,317,412,297,317,297,262,257
2020,11310,Přírodovědecká fakulta,2617,2438,1955,1833,1429,1018,976,967
2020,11320,Matematicko-fyzikální fakulta,1001,1001,896,896,697,630,532,530
2020,11410,Pedagogická fakulta,4584,3906,3628,3079,1259,1152,1116,1102
2020,11510,Fakulta tělesné výchovy a sportu,2155,1801,1738,1440,756,624,603,598
2020,12000,Jihočeská univerzita v Č. Budějovicích,6547,5984,4798,4481,4581,3639,2623,2603
2020,12110,Zdravotně sociální fakulta,1271,1187,1008,961,1012,840,509,509
2020,12210,Filozofická fakulta,619,616,522,519,452,378,287,282
2020,12220,Zemědělská fakulta,493,493,427,427,493,427,298,297
2020,12260,Teologická fakulta,493,493,454,454,493,454,287,286
2020,12310,Přírodovědecká fakulta,482,470,397,385,418,348,161,160
2020,12410,Pedagogická fakulta,2206,1742,1848,1465,1030,905,600,599
2020,12510,Ekonomická fakulta,869,869,748,748,606,526,418,418
2020,12520,Fakulta rybářství a ochrany vod,114,114,105,105,77,70,63,63
2020,13000,Univerzita J. E. Purkyně v Ústí n. L.,5971,5490,4771,4468,3660,3232,2888,2846
2020,13410,Filozofická fakulta,717,717,648,648,562,520,435,432
2020,13420,Fakulta strojního inženýrství,423,423,383,383,338,316,292,290
2020,13430,Pedagogická fakulta,1847,1562,1513,1310,753,686,579,574
2020,13440,Přírodovědecká fakulta,740,669,663,605,544,497,413,411
2020,13450,Fakulta zdravotnických studií,853,757,694,617,400,352,289,286
2020,13510,Fakulta sociálně ekonomická,994,994,920,920,784,738,646,646
2020,13520,Fakulta životního prostředí,215,215,201,201,206,193,166,165
2020,13530,Fakulta umění a designu,182,153,182,153,73,73,68,68
2020,14000,Masarykova univerzita,25010,20467,15407,12729,9851,7375,5518,5328
2020,14110,Lékařská fakulta,2458,1839,1936,1386,371,301,233,227
2020,14210,Filozofická fakulta,5487,4440,4294,3518,2650,2241,1489,1471
2020,14220,Právnická fakulta,659,504,537,413,323,277,218,215
2020,14230,Fakulta sociálních studií,3362,2857,2688,2229,1023,825,495,486
2020,14310,Přírodovědecká fakulta,2233,1952,1691,1507,1467,1235,765,734
2020,14330,Fakulta informatiky,989,824,907,756,537,504,318,315
2020,14410,Pedagogická fakulta,5448,4528,4285,3486,2075,1779,1175,1159
2020,14510,Fakulta sportovních studií,1522,1285,1309,1094,387,383,376,373
2020,14560,Ekonomicko-správní fakulta,2852,2238,2107,1610,1018,809,449,444
2020,15000,Univerzita Palackého v Olomouci,15756,14836,10764,10264,7206,5753,4950,4881
2020,15120,Fakulta zdravotnických věd,1623,1508,1257,1151,276,274,267,265
2020,15210,Filozofická fakulta,4899,4626,3854,3633,1698,1313,1312,1310
2020,15220,Právnická fakulta,306,256,306,256,116,116,58,58
2020,15260,Cyrilometodějská teologická fakulta,898,866,857,829,619,611,617,609
2020,15310,Přírodovědecká fakulta,2737,2624,2119,2063,2315,1875,1057,1050
2020,15410,Pedagogická fakulta,3992,3705,2943,2745,1545,1180,1162,1141
2020,15510,Fakulta tělesné kultury,1301,1251,1028,984,637,527,477,475
2020,16000,Veterinár. a farmaceut. univerzita Brno,273,273,257,257,249,236,125,125
2020,16270,Fakulta veter. hygieny a ekologie,273,273,257,257,249,236,125,125
2020,17000,Ostravská univerzita,7881,6647,5499,4686,2667,2499,2513,2466
2020,17110,Lékařská fakulta,1148,939,904,722,423,407,386,376
2020,17200,Fakulta sociálních studií,445,317,423,304,199,199,195,195
2020,17250,Filozofická fakulta,1915,1631,1533,1305,727,621,614,609
2020,17310,Přírodovědecká fakulta,1144,1072,966,911,524,520,524,520
2020,17450,Pedagogická fakulta,2963,2452,2261,1848,725,717,725,717
2020,17500,Fakulta umění,266,236,229,200,69,69,69,69
2020,18000,Univerzita Hradec Králové,5960,5081,4468,3878,2978,2554,1770,1752
2020,18440,Pedagogická fakulta,3136,2639,2442,2061,1120,976,716,707
2020,18450,Fakulta informatiky a managementu,1289,1111,1131,990,865,795,529,529
2020,18460,Filozofická fakulta,932,802,803,700,599,540,355,353
2020,18470,Přírodovědecká fakulta,603,529,539,467,394,356,170,166
2020,19000,Slezská univerzita v Opavě,4369,4201,3806,3690,3723,3307,2645,2610
2020,19240,Filozoficko-přírodovědecká fakulta,958,939,855,847,889,801,583,575
2020,19510,Fakulta veřejných politik v Opavě,1326,1177,1224,1100,753,713,573,568
2020,19520,Obchodně podnikatelská fakulta v Karviné,1949,1949,1755,1755,1945,1755,1375,1367
2020,19900,Celoškolská pracoviště,136,136,136,136,136,136,114,114
2020,21000,České vysoké učení technické v Praze,8091,7464,6533,6134,4724,4351,4038,3979
2020,21110,Fakulta stavební,1355,1355,1155,1155,985,849,774,767
2020,21220,Fakulta strojní,891,780,883,774,555,555,555,555
2020,21230,Fakulta elektrotechnická,1445,1194,1151,931,699,646,605,603
2020,21240,Fakulta informačních technologií,1464,1440,1451,1434,653,651,604,603
2020,21260,Fakulta dopravní,484,465,451,438,352,336,278,273
2020,21340,Fakulta jaderná a fyzikálně inženýrská,416,416,406,406,322,312,271,261
2020,21450,Fakulta architektury,660,655,562,557,385,358,304,299
2020,21460,Fakulta biomedicínského inženýrství,1015,900,890,800,533,523,500,497
2020,21900,Celoškolská pracoviště,361,259,355,255,240,240,147,147
2020,22000,VŠ chemicko-technologická v Praze,2329,2329,1716,1716,1508,1152,824,815
2020,22310,Fakulta chemické technologie,689,689,619,619,438,398,236,236
2020,22320,Fakulta technologie ochrany prostředí,145,145,133,133,109,99,48,48
2020,22330,Fakulta potrav. a biochem. technologie,916,916,826,826,540,488,264,263
2020,22340,Fakulta chemicko-inženýrská,453,453,406,406,313,278,191,190
2020,22900,olská pracoviště,126,126,126,126,108,108,85,85
2020,23000,Západočeská univerzita v Plzni,9268,8243,6517,5889,5128,4196,3281,3245
2020,23210,Fakulta strojní,586,572,539,526,527,494,352,352
2020,23220,Fakulta elektrotechnická,454,436,448,431,428,423,320,320
2020,23310,Fakulta zdravotnických studií,1402,926,1065,680,501,403,318,318
2020,23320,Fakulta právnická,339,329,339,329,226,226,100,100
2020,23330,Fakulta filozofická,1357,1357,1128,1128,950,831,665,656
2020,23410,Fakulta designu a umění L. Sutnara,506,481,506,481,191,191,153,153
2020,23420,Fakulta pedagogická,2103,1739,1628,1338,821,703,499,498
2020,23510,Fakulta ekonomická,1871,1767,1400,1342,925,727,552,551
2020,23520,Fakulta aplikovaných věd,650,636,578,567,559,501,322,322
2020,24000,Technická univerzita v Liberci,4272,3849,3386,3118,2722,2311,1840,1820
2020,24210,Fakulta strojní,391,323,385,319,323,319,277,277
2020,24220,"Fak. mechatron.,inf. a meziob. studií",258,202,247,193,178,169,138,138
2020,24310,Ekonomická fakulta,776,510,599,407,503,400,342,342
2020,24410,Fakulta textilní,279,270,251,243,264,241,169,169
2020,24510,Fakulta přír.-human. a pedagogická,1947,1945,1646,1645,1071,926,684,677
2020,24520,Fakulta umění a architektury,139,117,130,111,33,33,27,27
2020,24530,Fakulta zdravotnických studií,482,482,382,382,350,319,203,203
2020,25000,Univerzita Pardubice,5577,5170,4386,4080,3979,3279,2530,2519
2020,25110,Fakulta restaurování,36,30,35,29,14,14,14,14
2020,25210,Fakulta filozofická,973,973,812,812,593,522,318,316
2020,25310,Fakulta chemicko-technologická,933,608,804,527,608,527,368,367
2020,25410,Fakulta ekonomicko-správní,1764,1764,1284,1284,1239,923,734,732
2020,25510,Dopravní fakulta Jana Pernera,769,769,695,695,769,695,580,578
2020,25520,Fakulta zdravotnických studií,686,610,590,527,485,429,303,303
2020,25530,Fakulta elektrotechniky a informatiky,416,416,387,387,271,247,213,213
2020,26000,Vysoké učení technické v Brně,7702,7681,6232,6227,4905,4438,3996,3965
2020,26110,Fakulta stavební,1307,1296,1108,1102,1202,1050,761,756
2020,26210,Fakulta strojního inženýrství,1488,1488,1340,1340,1058,935,892,892
